Australian Business Number (ABN),Legal entity,Legal entity postcode,Legal entity LGA,Service provider,Funding agency,Funding source,Funding title,Program title,Funding type,Funding terms,Funding agreement start,Funding agreement end,Funding agreement duration,Category,Tag 1,Tag 2,Client group,Purpose,Statewide,Service delivery LGA,Service delivery postcode,Longitude,Latitude,Total funding under this agreement,Previous financial year,Co-contribution,Website
55010151256,The Ethnic Communities Council of Queensland Limited,,,The Ethnic Communities Council of Queensland Limited,QH,State,Communicable Diseases,,Service procurement,Operational,01/01/2010,30/06/2014,ongoing,Health and wellbeing,Communicable Diseases,Sexual Health,,"The HIV/AIDS State budget provides funds to Health Service Districts and Non-government Organisations for the implementation of prevention strategies, education and support to people with HIV/AIDS or at risk of contracting HIV/AIDS.",Yes,Brisbane City,,,,1596328,411660,,
87076197623,The Pharmacy Guild of Australia Queensland Branch,,,The Pharmacy Guild of Australia Queensland Branch,QH,State,Communicable Diseases,,Service procurement,Operational,01/07/2012,30/06/2013,ongoing,Health and wellbeing,Communicable Diseases,Blood-borne Viruses,,The COAG Supporting Measures for Needle & Syringe Program supports the Drug Diversion Initiative.  Funding is provided to Non-government Organisations as part of a package of supporting measures to provide services such as education and counselling in relation to health and safety risks associated with needle and syringe use.,Yes,Brisbane City,,,,108824,108824,,
63942912684,University of Queensland,,,School of Population Health - Herston,QH,State,Communicable Diseases,,Grant,Operational,01/07/2012,31/12/2014,fixed term,Health and wellbeing,Communicable Diseases,Sexual health,,"The HIV/AIDS Matched Funding is a joint Commonwealth & State program provided to Health Service Districts and Non-government Organisations for the implementation of prevention strategies, education and support to people with HIV/AIDS or at risk of contracting HIV/AIDS, and injecting drug users.",Yes,Brisbane City,,,,60000,40000,,
63942912684,University of Queensland,,,School of Medicine,QH,State,Communicable Diseases,,Grant,Operational,01/03/2013,30/06/2013,fixed term,Health and wellbeing,Communicable Diseases,Sexual Health,,"The HIV/AIDS State budget provides funds to Health Service Districts and Non-government Organisations for the implementation of prevention strategies, education and support to people with HIV/AIDS or at risk of contracting HIV/AIDS.",Yes,Brisbane City,,,,32000,32000,,
63942912684,University of Queensland,,,School of Medicine,QH,State,Communicable Diseases,,Grant,Operational,01/07/2011,30/06/2014,ongoing,Health and wellbeing,Communicable Diseases,Sexual Health,,"The HIV/AIDS State budget provides funds to Health Service Districts and Non-government Organisations for the implementation of prevention strategies, education and support to people with HIV/AIDS or at risk of contracting HIV/AIDS.",Yes,Brisbane City,,,,1054937,355934,,
98142986767,ACT for Kids,,,ACT for Kids,QH,State,Community Support Health,,Service procurement,Operational,01/01/2011,30/06/2013,ongoing,Health and wellbeing,Community Support Health,Self-management,,The Community Self Care Funding Program assists self-help groups to provide information and support on a variety of existing and emerging health issues.,No,Brisbane City,,,,101669,45811,,
98142986767,ACT for Kids,,,ACT for Kids,QH,State,Community Support Health,,Service procurement,Operational,01/01/2011,30/06/2013,ongoing,Health and wellbeing,Community Support Health,Self-management,,The Community Self Care Funding Program assists self-help groups to provide information and support on a variety of existing and emerging health issues.,No,Brisbane City,,,,98398,44336,,
74688640790,Alzheimer's Association of Queensland,,,Alzheimer's Association of Queensland,QH,State,Community Support Health,,Grant,Operational,01/07/2010,30/06/2013,ongoing,Health and wellbeing,Community Support Health,Self-management,,The Community Self Care Funding Program assists self-help groups to provide information and support on a variety of existing and emerging health issues.,Yes,Brisbane City,,,,365816,125076,,
45130081598,Australia Huntingtons Disease Association Qld Inc,,,Australia Huntingtons Disease Association Qld Inc,QH,State,Community Support Health,,Grant,Operational,01/07/2010,30/06/2013,ongoing,Health and wellbeing,Community Support Health,Self-management,,The Community Self Care Funding Program assists self-help groups to provide information and support on a variety of existing and emerging health issues.,Yes,Brisbane City,,,,485013,165830,,
26421076956,Australian Breastfeeding Association,,,Australian Breastfeeding Association,QH,State,Community Support Health,,Grant,Operational,01/07/2010,30/06/2013,ongoing,Health and wellbeing,Community Support Health,Self-management,,The Community Self Care Funding Program assists self-help groups to provide information and support on a variety of existing and emerging health issues.,Yes,Brisbane City,,,,255456,87093,,
41092328291,Australian Resuscitation Council,,,Australian Resuscitation Council,QH,State,Community Support Health,,Grant,Operational,01/07/2010,30/06/2013,ongoing,Health and wellbeing,Community Support Health,Self-management,,The Community Self Care Funding Program assists self-help groups to provide information and support on a variety of existing and emerging health issues.,Yes,Brisbane City,,,,7848,2713,,
63635006315,Better Hearing Australia Brisbane Inc.,,,Better Hearing Australia Brisbane Inc.,QH,State,Community Support Health,,Grant,Operational,01/07/2010,30/06/2013,ongoing,Health and wellbeing,Community Support Health,Self-management,,The Community Self Care Funding Program assists self-help groups to provide information and support on a variety of existing and emerging health issues.,Yes,Brisbane City,,,,255142,88052,,
27009942269,Cerebral Palsy League of Queensland,,,Cerebral Palsy League of Queensland,QH,State,Community Support Health,,Service procurement,Operational,01/07/2010,30/06/2013,ongoing,Health and wellbeing,Community Support Health,Self-management,,The Community Self Care Funding Program assists self-help groups to provide information and support on a variety of existing and emerging health issues.,Yes,Brisbane City,,,,337426,115039,,
27009942269,Cerebral Palsy League of Queensland,,,Cerebral Palsy League of Queensland,QH,State,Community Support Health,,Service procurement,Operational,01/07/2010,30/06/2013,ongoing,Health and wellbeing,Community Support Health,Self-management,,The Community Self Care Funding Program assists self-help groups to provide information and support on a variety of existing and emerging health issues.,Yes,Brisbane City,,,,1520255,524651,,
97010549667,Cystic Fibrosis Queensland Limited,,,Cystic Fibrosis Queensland Limited,QH,State,Community Support Health,,Grant,Operational,01/07/2010,30/06/2013,ongoing,Health and wellbeing,Community Support Health,Self-management,,The Community Self Care Funding Program assists self-help groups to provide information and support on a variety of existing and emerging health issues.,Yes,Brisbane City,,,,453027,157047,,
42025269961,Epilepsy Queensland Inc,,,Epilepsy Queensland Inc,QH,State,Community Support Health,,Grant,Operational,01/07/2010,30/06/2013,ongoing,Health and wellbeing,Community Support Health,Self-management,,The Community Self Care Funding Program assists self-help groups to provide information and support on a variety of existing and emerging health issues.,Yes,Brisbane City,,,,679301,232258,,
64742810613,Kidsafe Qld Inc,,,Kidsafe Qld,QH,State,Community Support Health,,Service procurement,Operational,01/07/2010,30/06/2013,ongoing,Health and wellbeing,Community Support Health,Self-management,,The Community Self Care Funding Program assists self-help groups to provide information and support on a variety of existing and emerging health issues.,Yes,Brisbane City,,,,150885,51441,,
25773960273,LifeTec Queensland Inc,,,LifeTec Queensland Inc,QH,State,Community Support Health,,Grant,Operational,01/07/2010,30/06/2013,ongoing,Health and wellbeing,Community Support Health,Self-management,,The Community Self Care Funding Program assists self-help groups to provide information and support on a variety of existing and emerging health issues.,Yes,Brisbane City,,,,640027,218205,,
32276259017,Lupus Australia Qld Inc,,,Lupus Australia Qld Inc,QH,State,Community Support Health,,Grant,Operational,01/07/2010,30/06/2013,ongoing,Health and wellbeing,Community Support Health,Self-management,,The Community Self Care Funding Program assists self-help groups to provide information and support on a variety of existing and emerging health issues.,Yes,Brisbane City,,,,124047,42809,,
14908553738,Muscular Dystrophy Association of Queensland Inc,,,Muscular Dystrophy Association of Queensland,QH,State,Community Support Health,,Grant,Operational,01/07/2010,30/06/2013,ongoing,Health and wellbeing,Community Support Health,Self-management,,The Community Self Care Funding Program assists self-help groups to provide information and support on a variety of existing and emerging health issues.,Yes,Brisbane City,,,,72388,24982,,
21762911682,Retina Australia (Qld) Inc.,,,Retina Australia (Qld) Inc.,QH,State,Community Support Health,,Grant,Operational,01/07/2010,30/06/2013,ongoing,Health and wellbeing,Community Support Health,Self-management,,The Community Self Care Funding Program assists self-help groups to provide information and support on a variety of existing and emerging health issues.,Yes,Brisbane City,,,,49759,17410,,
91905099795,Scleroderma Association of Queensland Inc,,,Scleroderma Association of Queensland Inc,QH,State,Community Support Health,,Grant,Operational,01/07/2010,30/06/2013,ongoing,Health and wellbeing,Community Support Health,Self-management,,The Community Self Care Funding Program assists self-help groups to provide information and support on a variety of existing and emerging health issues.,Yes,Brisbane City,,,,17202,6019,,
82765396447,Self Help Queensland Inc,,,Self Help Queensland Inc,QH,State,Community Support Health,,Grant,Operational,01/07/2010,30/06/2013,ongoing,Health and wellbeing,Community Support Health,Self-management,,The Community Self Care Funding Program assists self-help groups to provide information and support on a variety of existing and emerging health issues.,Yes,Brisbane City,,,,240694,82060,,
39293063049,Spinal Injuries Association Inc.,,,Spinal Injuries Association Inc.,QH,State,Community Support Health,,Grant,Operational,01/07/2010,30/06/2013,ongoing,Health and wellbeing,Community Support Health,Self-management,,The Community Self Care Funding Program assists self-help groups to provide information and support on a variety of existing and emerging health issues.,Yes,Brisbane City,,,,168476,57604,,
48984407718,Stillbirth and Neonatal Death Support Group (QLD) Inc,,,Stillbirth and Neonatal Death Support Group (Qld) Inc,QH,State,Community Support Health,,Grant,Operational,01/07/2010,30/06/2013,ongoing,Health and wellbeing,Community Support Health,Self-management,,The Community Self Care Funding Program assists self-help groups to provide information and support on a variety of existing and emerging health issues.,Yes,Brisbane City,,,,253044,86518,,
33986781351,The Australian Nutrition Foundation (Qld Division) Incorporated,,,Nutrition Australia,QH,State,Community Support Health,,Grant,Operational,01/07/2010,30/06/2013,ongoing,Health and wellbeing,Community Support Health,Self-management,,The Community Self Care Funding Program assists self-help groups to provide information and support on a variety of existing and emerging health issues.,Yes,Brisbane City,,,,198693,77743,,
50417846806,The Compassionate Friends Queensland Inc,,,The Compassionate Friends Queensland Inc,QH,State,Community Support Health,,Grant,Operational,01/07/2010,30/06/2013,ongoing,Health and wellbeing,Community Support Health,Self-management,,The Community Self Care Funding Program assists self-help groups to provide information and support on a variety of existing and emerging health issues.,Yes,Brisbane City,,,,121768,42023,,
29150479514,The Queensland Asbestos Related Disease Support Society Inc,,,The Queensland Asbestos Related Disease Support Society Inc,QH,State,Community Support Health,,Grant,Operational,01/11/2010,30/06/2013,ongoing,Health and wellbeing,Community Support Health,Self-management,,The Community Self Care Funding Program assists self-help groups to provide information and support on a variety of existing and emerging health issues.,Yes,Brisbane City,,,,546232,208244,,
40084136508,Aboriginal & Torres Strait Islander Community Health Service Brisbane Ltd.,,,Aboriginal & Torres Strait Islander Community Health Service Brisbane,QH,State,Indigenous Health,,Service procurement,Operational,01/07/2012,30/09/2013,ongoing,Health and wellbeing,Indigenous Health,Primary health,,Indigenous Health Outcomes National Partnership Agreement,No,Brisbane City,,,,831230,831230,,
40084136508,Aboriginal & Torres Strait Islander Community Health Service Brisbane Ltd.,,,Aboriginal & Torres Strait Islander Community Health Service Brisbane,QH,State,Indigenous Health,,Service procurement,Operational,01/07/2012,30/09/2013,ongoing,Health and wellbeing,Indigenous Health,Primary health,,Indigenous Child and Maternal Health,No,Brisbane City,,,,89152,89152,,
40084136508,Aboriginal & Torres Strait Islander Community Health Service Brisbane Ltd.,,,Aboriginal & Torres Strait Islander Community Health Service Brisbane,QH,State,Indigenous Health,,Service procurement,Operational,01/07/2012,30/09/2013,ongoing,Health and wellbeing,Indigenous Health,Primary health,,Indigenous Child and Maternal Health,No,Brisbane City,,,,89152,89152,,
50169561394,Australian Red Cross Society,,,Australian Red Cross Society,QH,State,Indigenous Health,,Service procurement,Operational,01/07/2012,30/09/2012,ongoing,Health and wellbeing,Indigenous Health,Preventive health,,"The Chronic Disease Indigenous Health funding is allocated to support the implementation of the 'National Strategic Framework for Aboriginal and Torres Strait Islander Health' in Queensland. The five priorities are: strengthening responses for prevention and early intervention in chronic disease; supporting healthy and safe children, young people and families; strengthening responses to alcohol and substance misuse; improving environmental health; and improving data, research and evidence.",No,Brisbane City,,,,26480,26480,,
50169561394,Australian Red Cross Society,,,Australian Red Cross Society,QH,State,Indigenous Health,,Service procurement,Operational,01/07/2012,30/09/2012,ongoing,Health and wellbeing,Indigenous Health,Preventive health,,"The Chronic Disease Indigenous Health funding is allocated to support the implementation of the 'National Strategic Framework for Aboriginal and Torres Strait Islander Health' in Queensland. The five priorities are: strengthening responses for prevention and early intervention in chronic disease; supporting healthy and safe children, young people and families; strengthening responses to alcohol and substance misuse; improving environmental health; and improving data, research and evidence.",No,Brisbane City,,,,21307,21307,,
50169561394,Australian Red Cross Society,,,Australian Red Cross Society,QH,State,Indigenous Health,,Service procurement,Operational,01/07/2012,30/09/2012,ongoing,Health and wellbeing,Indigenous Health,Primary health,,Indigenous Child and Maternal Health,No,Brisbane City,,,,23052,23052,,
62164406991,DJ Partnerships Ltd,,,DJ Partnerships Ltd,QH,State,Indigenous Health,,Service procurement,Operational,24/06/2013,30/06/2015,fixed term,Health and wellbeing,Indigenous Health,Preventive health,,Indigenous Health Outcomes National Partnership Agreement,No,Brisbane City,,,,5000000,5000000,,
61009860164,Family Planning Queensland,,,Family Planning Queensland,QH,Commonwealth,Indigenous Health,,Service procurement,Operational,01/07/2012,31/07/2012,fixed term,Health and wellbeing,Indigenous Health,Primary health,,"The Cancer Screening program support key deliverables under the Queensland Cervical Screening Program, including providing screening services for Indigenous women.",No,Brisbane City,,,,23789,23789,,
32140019290,Institute for Urban Indigenous Health Ltd,,,Institute for Urban Indigenous Health,QH,State,Indigenous Health,,Service procurement,Operational,01/07/2012,30/06/2014,fixed term,Health and wellbeing,Indigenous Health,Primary health,,Indigenous Health Outcomes National Partnership Agreement,No,Brisbane City,,,,2000000,1000000,,
32140019290,Institute for Urban Indigenous Health Ltd,,,Institute for Urban Indigenous Health,QH,State,Indigenous Health,,Service procurement,Operational,01/10/2012,31/12/2013,ongoing,Health and wellbeing,Indigenous Health,Primary health,,Indigenous Health Outcomes National Partnership Agreement,No,Brisbane City,,,,2078607,1247165,,
32140019290,Institute for Urban Indigenous Health Ltd,,,Institute for Urban Indigenous Health,QH,State,Indigenous Health,,Service procurement,Operational,01/01/2013,30/06/2015,ongoing,Health and wellbeing,Indigenous Health,Primary health,,Indigenous Health Outcomes National Partnership Agreement,No,Brisbane City,,,,2437400,700000,,
32140019290,Institute for Urban Indigenous Health Ltd,,,Institute for Urban Indigenous Health,QH,State,Indigenous Health,,Service procurement,Operational,01/07/2012,30/06/2015,ongoing,Health and wellbeing,Indigenous Health,Primary health,,Indigenous Health Outcomes National Partnership Agreement,No,Brisbane City,,,,5700000,1900000,,
32140019290,Institute for Urban Indigenous Health Ltd,,,Institute for Urban Indigenous Health,QH,State,Indigenous Health,,Service procurement,Operational,01/07/2012,30/06/2014,ongoing,Health and wellbeing,Indigenous Health,Industry support,,"This funding is provided to facilitate a mechanism for implementing the Council of Australian Governments ""Closing the Gap' initiatives and investments in South East Queensland with an emphasis on integration with mainstream health services and a regional model approach to reduce the burden of disease in urban Indigenous communities.",No,Brisbane City,,,,2490000,1245000,,
70413542847,Menzies School of Health Research,,,Menzies School of Health Research,QH,State,Indigenous Health,,Service procurement,Operational,01/07/2010,30/06/2013,fixed term,Health and wellbeing,Indigenous Health,Industry support,,Indigenous Health Outcomes National Partnership Agreement,No,Brisbane City,,,,1260000,420000,,
58072422925,Ozcare,,,Ozcare,QH,State,Indigenous Health,,Service procurement,Operational,30/11/2011,28/02/2013,ongoing,Health and wellbeing,Children's Health,School-based vaccination,,The School Based Vaccination Program provides parents with the opportunity to have their child vaccinated for free and is offered to all Queensland secondary schools.,No,Brisbane City,,,,229776,114888,,
58072422925,Ozcare,,,Ozcare,QH,State,Indigenous Health,,Service procurement,Operational,27/04/2012,28/02/2013,ongoing,Health and wellbeing,Children's Health,School-based vaccination,,The School Based Vaccination Program provides parents with the opportunity to have their child vaccinated for free and is offered to all Queensland secondary schools.,No,Brisbane City,,,,60648,30324,,
97111116762,Queensland Aboriginal & Islander Health Council,,,Queensland Aboriginal & Islander Health Council,QH,Commonwealth,Indigenous Health,,Service procurement,Operational,01/07/2011,30/06/2013,fixed term,Health and wellbeing,Indigenous Health,Public health,,Aim is to maintain and improve immunisation coverage rates through immunisation initiatives to reduce the incidence of vaccine preventable diseases,No,Brisbane City,,,,304212,155453,,
97111116762,Queensland Aboriginal & Islander Health Council,,,Queensland Aboriginal & Islander Health Council,QH,State,Indigenous Health,,Service procurement,Operational,01/04/2012,30/06/2013,fixed term,Health and wellbeing,Indigenous Health,Primary health,,"Commonwealth Initiatives to fund access to culturally appropriate primary health care, with a focus on chronic disease services, for Aboriginal and Torres Strait Islander prisoners within Correctional Centres - State funding.",No,Brisbane City,,,,312500,250000,,
97111116762,Queensland Aboriginal & Islander Health Council,,,Queensland Aboriginal & Islander Health Council,QH,State,Indigenous Health,,Grant,Operational,01/07/2011,30/06/2014,ongoing,Health and wellbeing,Indigenous Health,Industry support,,"The ATSI State Advisory Forum budget funds the Queensland Aboriginal and Islander Health Council through the Statewide Aboriginal and Torres Strait Islander Health Framework Agreement, to provide secretariat services.",Yes,Brisbane City,,,,736103,248360,,
48321126727,Cancer Council Queensland,,,Cancer Council Queensland,QH,State,Medical Research,,Grant,Operational,01/04/2010,31/03/2015,ongoing,Health and wellbeing,Medical Research,Clinical Trials,,"The Clinical Trials Data Management Program funding is provided to organisations in relation to various cancer initiatives including education, information, research and clinical trials.",Yes,Brisbane City,,,,3376479,670729,,
11607902687,Children's Health Foundation Queensland,,,Children's Health Foundation Queensland,QH,State,Medical Research,,Grant,Operational,01/04/2012,30/06/2013,ongoing,Health and wellbeing,Medical Research,,,Golden Casket Child Health Funding is provided to the Royal Children's Hospital Foundation for paediatric research.,Yes,Brisbane City,,,,610937,500000,,
84362511857,Mosquito and Arbovirus Research Committee (Inc),,,Mosquito and Arbovirus Research Committee,QH,State,Medical Research,,Grant,Operational,01/01/2010,30/06/2014,ongoing,Health and wellbeing,Medical Research,Clinical Trials,,Arbovirus Prevention funding is provided to the Mosquito Arbovirus Research Committee (MARC) to undertake research and provide technical assistance to local governments in their mosquito control programs. The program also funds the Australian Biosecurity Co-operative Research Centre and mosquito identification training.,Yes,Brisbane City,,,,271902,62319,,
83791724622,Queensland University of Technology,,,Queensland University of Technology,QH,State,Medical Research,,Service procurement,Operational,11/09/2012,10/09/2017,ongoing,Health and wellbeing,Medical Research,Universities,,"The Health and Medical Research program funds a range of Fellowships and research grants.  The program supports research that leads to better healthcare practices, less disease and improvements to quality and longevity of life, as well as helping to tackle the burgeoning pressures facing the public healthcare sector.",No,Brisbane City,,,,4250000,425000,,
63942912684,University of Queensland,,,School of Medicine,QH,State,Medical Research,,Grant,Operational,01/07/2012,30/09/2013,fixed term,Health and wellbeing,Medical Research,Universities,,This program budget provides funds  to subsidise salaries of  medically qualified academic staff  in University medical schools who provide teaching service hours in Queensland Health facilities.,No,Brisbane City,,,,894540,715632,,
40084136508,Aboriginal & Torres Strait Islander Community Health Service Brisbane Ltd.,,,Aboriginal & Torres Strait Islander Community Health Service Brisbane,QH,State,Mental Health,,Service procurement,Operational,01/07/2012,30/06/2013,ongoing,Health and wellbeing,Mental Health,Community mental health,,"The Mental Health Funding Program budget funds Non-government Organisations to provide a range of promotion, prevention and early intervention services for services  people with mental illness, their families and carers.",No,Brisbane City,,,,265264,265264,,
58000020146,Aftercare,,,Aftercare,QH,State,Mental Health,,Service procurement,Operational,01/07/2012,28/02/2013,ongoing,Health and wellbeing,Mental Health,Community mental health,,"The Mental Health Funding Program budget funds Non-government Organisations to provide a range of promotion, prevention and early intervention services for services  people with mental illness, their families and carers.",No,Brisbane City,,,,695517,695517,,
58000020146,Aftercare,,,Aftercare,QH,State,Mental Health,,Service procurement,Operational,01/03/2013,31/08/2013,ongoing,Health and wellbeing,Mental Health,Community mental health,,"The Mental Health Funding Program budget funds Non-government Organisations to provide a range of promotion, prevention and early intervention services for services  people with mental illness, their families and carers.",No,Brisbane City,,,,385000,385000,,
43336198526,ARAFMI Queensland Inc,,,ARAFMI Queensland Inc,QH,State,Mental Health,,Service procurement,Operational,01/07/2012,30/06/2013,fixed term,Health and wellbeing,Mental Health,Community mental health,,Funding for a range of support initiatives for people with mental illness including: Transition from Correctional Facilities; Transitional Recovery Program; Time Out House Initiative; Resident Recovery Program; Resolve; Consumer Operated Services,No,Brisbane City,,,,230000,230000,,
43336198526,ARAFMI Queensland Inc,,,ARAFMI Queensland Inc,QH,State,Mental Health,,Service procurement,Operational,01/07/2012,30/06/2013,ongoing,Health and wellbeing,Mental Health,Community mental health,,Funding for a range of support initiatives for people with mental illness including: Transition from Correctional Facilities; Transitional Recovery Program; Time Out House Initiative; Resident Recovery Program; Resolve; Consumer Operated Services,No,Brisbane City,,,,42774,42774,,
43336198526,ARAFMI Queensland Inc,,,ARAFMI Queensland Inc,QH,State,Mental Health,,Service procurement,Operational,01/07/2012,30/06/2013,ongoing,Health and wellbeing,Mental Health,Community mental health,,"The Mental Health Funding Program budget funds Non-government Organisations to provide a range of promotion, prevention and early intervention services for services  people with mental illness, their families and carers.",No,Brisbane City,,,,379584,379584,,
27009942269,Cerebral Palsy League of Queensland,,,Cerebral Palsy League of Queensland,QH,State,Mental Health,,Service procurement,Operational,01/07/2012,30/06/2013,ongoing,Health and wellbeing,Mental Health,Community mental health,,Funding for a range of support initiatives for people with mental illness including: Transition from Correctional Facilities; Transitional Recovery Program; Time Out House Initiative; Resident Recovery Program; Resolve; Consumer Operated Services,No,Brisbane City,,,,122212,122212,,
65114782948,Communify Queensland Inc,,,Communify Queensland Inc,QH,State,Mental Health,,Service procurement,Operational,01/07/2012,30/06/2013,ongoing,Health and wellbeing,Mental Health,Community mental health,,"The Mental Health Funding Program budget funds Non-government Organisations to provide a range of promotion, prevention and early intervention services for services  people with mental illness, their families and carers.",No,Brisbane City,,,,71508,71508,,
19823962345,Department of Community Safety,,,Department of Community Safety,QH,State,Mental Health,,Service procurement,Operational,01/07/2012,30/06/2013,fixed term,Health and wellbeing,Mental Health,Community mental health,,"The Mental Health Funding Program budget funds Non-government Organisations to provide a range of promotion, prevention and early intervention services for services  people with mental illness, their families and carers.",Yes,Brisbane City,,,,150000,112500,,
76337613647,"Department of Education, Training and Employment",,,Department of Education and Training - Student Services Branch,QH,State,Mental Health,,Service procurement,Operational,01/07/2011,01/07/2012,fixed term,Health and wellbeing,Mental Health,Community mental health,,"The Mental Health Funding Program budget funds Non-government Organisations to provide a range of promotion, prevention and early intervention services for services  people with mental illness, their families and carers.",No,Brisbane City,,,,150000,61000,,
99308211550,Eating Disorders Association Inc.,,,Eating Disorders Association Inc.,QH,State,Mental Health,,Service procurement,Operational,01/07/2012,30/06/2013,ongoing,Health and wellbeing,Mental Health,Community mental health,,"The Mental Health Funding Program budget funds Non-government Organisations to provide a range of promotion, prevention and early intervention services for services  people with mental illness, their families and carers.",No,Brisbane City,,,,241636,241636,,
80009670704,Endeavour Foundation,,,Endeavour Foundation,QH,State,Mental Health,,Service procurement,Operational,01/07/2012,30/06/2013,ongoing,Health and wellbeing,Mental Health,Housing and Support,,Funding for a range of support initiatives for people with mental illness including: Transition from Correctional Facilities; Transitional Recovery Program; Time Out House Initiative; Resident Recovery Program; Resolve; Consumer Operated Services,No,Brisbane City,,,,129967,129967,,
15100277492,Footprints in Brisbane Incorporated,,,Footprints in Brisbane Incorporated,QH,State,Mental Health,,Service procurement,Operational,01/07/2012,30/06/2013,ongoing,Health and wellbeing,Mental Health,Community mental health,,"The Mental Health Funding Program budget funds Non-government Organisations to provide a range of promotion, prevention and early intervention services for services  people with mental illness, their families and carers.",No,Brisbane City,,,,906468,906468,,
78106094461,Griffith University,,,"Australian Institute for Suicide Research and Prevention, Griffith University",QH,State,Mental Health,,Grant,Operational,14/09/2012,13/09/2015,fixed term,Health and wellbeing,Mental Health,Community mental health,,"The Mental Health Funding Program budget funds Non-government Organisations to provide a range of promotion, prevention and early intervention services for services  people with mental illness, their families and carers.",Yes,Brisbane City,,,,90000,30000,,
78106094461,Griffith University,,,"Australian Institute for Suicide Research and Prevention, Griffith University",QH,State,Mental Health,,Service procurement,Operational,01/07/2010,30/06/2013,ongoing,Health and wellbeing,Mental Health,Community mental health,,"The Mental Health Funding Program budget funds Non-government Organisations to provide a range of promotion, prevention and early intervention services for services  people with mental illness, their families and carers.",Yes,Brisbane City,,,,786602,269102,,
12008485827,GROW,,,GROW,QH,State,Mental Health,,Service procurement,Operational,01/07/2012,30/06/2013,ongoing,Health and wellbeing,Mental Health,Community mental health,,"The Mental Health Funding Program budget funds Non-government Organisations to provide a range of promotion, prevention and early intervention services for services  people with mental illness, their families and carers.",No,Brisbane City,,,,485978,485978,,
19967933560,Isis - The Eating Issues Centre Inc,,,Isis - The Eating Issues Centre Inc,QH,State,Mental Health,,Service procurement,Operational,01/07/2012,30/06/2013,ongoing,Health and wellbeing,Mental Health,Community mental health,,"The Mental Health Funding Program budget funds Non-government Organisations to provide a range of promotion, prevention and early intervention services for services  people with mental illness, their families and carers.",No,Brisbane City,,,,225798,225798,,
62140293269,Mental Health Association Qld Ltd,,,Mental Health Association Qld Ltd,QH,State,Mental Health,,Service procurement,Operational,01/07/2012,30/06/2013,ongoing,Health and wellbeing,Mental Health,Community mental health,,"The Mental Health Funding Program budget funds Non-government Organisations to provide a range of promotion, prevention and early intervention services for services  people with mental illness, their families and carers.",Yes,Brisbane City,,,,889586,889586,,
15000002522,Mission Australia,,,Mission Australia,QH,State,Mental Health,,Service procurement,Operational,01/07/2012,30/09/2013,ongoing,Health and wellbeing,Mental Health,Community mental health,,"The Mental Health Funding Program budget funds Non-government Organisations to provide a range of promotion, prevention and early intervention services for services  people with mental illness, their families and carers.",No,Brisbane City,,,,373500,373500,,
36566115721,Multicultural Centre for Mental Health and Well-Being Inc,,,Multicultural Centre for Mental Health and Well-Being Inc,QH,State,Mental Health,,Service procurement,Operational,01/07/2012,30/06/2013,ongoing,Health and wellbeing,Mental Health,Community mental health,,"The Mental Health Funding Program budget funds Non-government Organisations to provide a range of promotion, prevention and early intervention services for services  people with mental illness, their families and carers.",No,Brisbane City,,,,476047,476047,,
52105082460,Neami Limited,,,Neami Limited,QH,State,Mental Health,,Service procurement,Operational,01/07/2012,30/06/2013,ongoing,Health and wellbeing,Mental Health,Housing and Support,,Funding for a range of support initiatives for people with mental illness including: Transition from Correctional Facilities; Transitional Recovery Program; Time Out House Initiative; Resident Recovery Program; Resolve; Consumer Operated Services,No,Brisbane City,,,,184014,184014,,
19009687030,Open Minds Australia,,,Open Minds Australia,QH,State,Mental Health,,Service procurement,Operational,01/07/2012,30/06/2013,ongoing,Health and wellbeing,Mental Health,Community mental health,,Funding for a range of support initiatives for people with mental illness including: Transition from Correctional Facilities; Transitional Recovery Program; Time Out House Initiative; Resident Recovery Program; Resolve; Consumer Operated Services,No,Brisbane City,,,,3003040,3003040,,
19009687030,Open Minds Australia,,,Open Minds Australia,QH,State,Mental Health,,Service procurement,Operational,01/07/2012,30/06/2013,ongoing,Health and wellbeing,Mental Health,Housing and Support,,Funding for a range of support initiatives for people with mental illness including: Transition from Correctional Facilities; Transitional Recovery Program; Time Out House Initiative; Resident Recovery Program; Resolve; Consumer Operated Services,No,Brisbane City,,,,1404824,1404824,,
58072422925,Ozcare,,,Ozcare,QH,State,Mental Health,,Service procurement,Operational,01/07/2012,30/06/2013,ongoing,Health and wellbeing,Mental Health,Community mental health,,Funding for a range of support initiatives for people with mental illness including: Transition from Correctional Facilities; Transitional Recovery Program; Time Out House Initiative; Resident Recovery Program; Resolve; Consumer Operated Services,No,Brisbane City,,,,560556,560556,,
58072422925,Ozcare,,,Ozcare,QH,State,Mental Health,,Service procurement,Operational,01/07/2012,30/06/2013,ongoing,Health and wellbeing,Mental Health,Housing and Support,,Funding for a range of support initiatives for people with mental illness including: Transition from Correctional Facilities; Transitional Recovery Program; Time Out House Initiative; Resident Recovery Program; Resolve; Consumer Operated Services,No,Brisbane City,,,,122052,122052,,
