Australian Business Number (ABN),Legal entity,Legal entity postcode,Legal entity LGA,Service provider,Funding agency,Funding source,Funding title,Program title,Funding type,Funding terms,Funding agreement start,Funding agreement end,Funding agreement duration,Category,Tag 1,Tag 2,Client group,Purpose,Statewide,Service delivery LGA,Service delivery postcode,Longitude,Latitude,Total funding under this agreement,Previous financial year,Co-contribution,Website
77151293515,Southern Cross Support Services Pty Ltd,,Bundaberg Central,Southern Cross Support Services Pty Ltd,DCCSDS,State and Commonwealth,Resilience Partnership & Innovation,,Grant,Capital,1/10/2011,30/06/2014,Fixed Term,People with disability,Disability Services,Disability Support,,Provides non-government organisation with funds to enhance their capacity and capability to respond to the needs of people with a disability and improve the provision of community supports including early intervention.,No,Bundaberg Regional,,,,20000,20000,0,
77151293515,Southern Cross Support Services Pty Ltd,,Bundaberg Central,Southern Cross Support Services Pty Ltd,DCCSDS,State and Commonwealth,Spinal Cord Injury Response   ,,Grant,Operational,1/10/2011,30/06/2014,Fixed Term,People with disability,Disability Services,Spinal cord,,"Upon discharge clients are provided with a range of specialised equipment as assessed, in home accommodation support they require from Disability Services and home modifications or priority access to Social Housing as required",No,Bundaberg Regional,,,,116193,116193,0,
77151293515,Southern Cross Support Services Pty Ltd,,Bundaberg Central,Southern Cross Support Services Pty Ltd,DCCSDS,State and Commonwealth,Support for School Leavers (PSS),,Grant,Operational,1/10/2011,30/06/2014,Fixed Term,People with disability,Disability Services,School leavers,,"The purpose of supports for school leavers is to assist young people with a disability to build pathways to access their community, and to support their transition towards adult life.",No,Bundaberg Regional,,,,139124,139124,0,
77151293515,Southern Cross Support Services Pty Ltd,,Bundaberg Central,Southern Cross Support Services Pty Ltd,DCCSDS,State and Commonwealth,Young Adults Exiting Care of State ,,Grant,Operational,1/10/2011,30/06/2014,Fixed Term,People with disability,Disability Services,Young people,,YACS provides funding support to young people to enable them to transition from care and to access appropriate services from the day of their 18th birthday.,No,Bundaberg Regional,,,,210497,210497,0,
77151293515,Southern Cross Support Services Pty Ltd,,Bundaberg Central,Southern Cross Support Services Pty Ltd - 5/126 George Street,DCCSDS,State and Commonwealth,Young Adults Exiting Care of State ,,Grant,Operational,1/10/2011,30/06/2014,Fixed Term,People with disability,Disability Services,Young people,,YACS provides funding support to young people to enable them to transition from care and to access appropriate services from the day of their 18th birthday.,No,Bundaberg Regional,,,,248946,248946,0,
77151293515,Southern Cross Support Services Pty Ltd,,Bundaberg Central,Southern Cross Support Services Pty Ltd,DCCSDS,State and Commonwealth,Young Adults Exiting Care of State ,,Grant,Operational,1/10/2011,30/06/2014,Fixed Term,People with disability,Disability Services,Young people,,YACS provides funding support to young people to enable them to transition from care and to access appropriate services from the day of their 18th birthday.,No,Bundaberg Regional,,,,175270,175270,0,
77168213648,Steps Disability Qld Inc,,Caloundra,,DCCSDS,State,Community Care,,Grant,Operational,1/07/2012,30/06/2013,Fixed Term,People with disability,Disability Services,Community Care,,"Community Care provides a broad range of low-intensity maintenance and support services to people aged under 65 who have a disability or condition that affects their ability to carry out activities of daily living, in order to support them to live independently in the community.",No,Bundaberg Regional,,,,131925,131925,0,
80009670704,Endeavour Foundation,,Cannon Hill,Endeavour Foundation - Martens Residential,DCCSDS,State and Commonwealth,Accommodation and Respite   ,,Grant,Operational,1/07/2011,30/06/2014,Fixed Term,People with disability,Disability Services,Accommodation & Respite,,"This funding is for accommodation support and respite. Accommodation support funds support workers to assist the person with a disability to remain in their own home or other accommodation, such as a group home. Respite is where support workers care for t",No,Bundaberg Regional,,,,93646,93646,0,
80009670704,Endeavour Foundation,,Cannon Hill,Endeavour Foundation - Stan Lohse Residential,DCCSDS,State and Commonwealth,Accommodation and Respite   ,,Grant,Operational,1/07/2011,30/06/2014,Fixed Term,People with disability,Disability Services,Accommodation & Respite,,"This funding is for accommodation support and respite. Accommodation support funds support workers to assist the person with a disability to remain in their own home or other accommodation, such as a group home. Respite is where support workers care for t",No,Bundaberg Regional,,,,58876,58876,0,
80009670704,Endeavour Foundation,,Cannon Hill,Endeavour Foundation - Ballinger Residential,DCCSDS,State and Commonwealth,Accommodation and Respite   ,,Grant,Operational,1/07/2011,30/06/2014,Fixed Term,People with disability,Disability Services,Accommodation & Respite,,"This funding is for accommodation support and respite. Accommodation support funds support workers to assist the person with a disability to remain in their own home or other accommodation, such as a group home. Respite is where support workers care for t",No,Bundaberg Regional,,,,79579,79579,0,
80009670704,Endeavour Foundation,,Cannon Hill,Endeavour Foundation - Central Qld Nixon Street,DCCSDS,State and Commonwealth,Accommodation and Respite   ,,Grant,Operational,1/07/2011,30/06/2014,Fixed Term,People with disability,Disability Services,Accommodation & Respite,,"This funding is for accommodation support and respite. Accommodation support funds support workers to assist the person with a disability to remain in their own home or other accommodation, such as a group home. Respite is where support workers care for t",No,Bundaberg Regional,,,,179333,179333,0,
80009670704,Endeavour Foundation,,Cannon Hill,Endeavour Foundation,DCCSDS,State and Commonwealth,Accommodation and Respite   ,,Grant,Operational,1/07/2011,30/06/2014,Fixed Term,People with disability,Disability Services,Accommodation & Respite,,"This funding is for accommodation support and respite. Accommodation support funds support workers to assist the person with a disability to remain in their own home or other accommodation, such as a group home. Respite is where support workers care for t",No,Bundaberg Regional,,,,19996,19996,0,
80009670704,Endeavour Foundation,,Cannon Hill,Endeavour Foundation,DCCSDS,State and Commonwealth,Disability Assistance Package   ,,Grant,Operational,1/07/2011,30/06/2014,Fixed Term,People with disability,Disability Services,Disability Support,,"Adults with a disability receive support to live in their own home, family home or in shared accommmodation support arrangements.",No,Bundaberg Regional,,,,254189,254189,0,
80009670704,Endeavour Foundation,,Cannon Hill,Endeavour Foundation - Martens Residential,DCCSDS,State and Commonwealth,Disability Funding (DGEN)   ,,Grant,Operational,1/07/2011,30/06/2014,Fixed Term,People with disability,Disability Services,Disability Support,,"This funding is predominantly accommodation support funding, but also includes a mix or old grants allocated to services in a block amount.",No,Bundaberg Regional,,,,468744,468744,0,
80009670704,Endeavour Foundation,,Cannon Hill,Endeavour Foundation - Stan Lohse Residential,DCCSDS,State and Commonwealth,Disability Funding (DGEN)   ,,Grant,Operational,1/07/2011,30/06/2014,Fixed Term,People with disability,Disability Services,Disability Support,,"This funding is predominantly accommodation support funding, but also includes a mix or old grants allocated to services in a block amount.",No,Bundaberg Regional,,,,424376,424376,0,
80009670704,Endeavour Foundation,,Cannon Hill,Endeavour Foundation - Ballinger Residential,DCCSDS,State and Commonwealth,Disability Funding (DGEN)   ,,Grant,Operational,1/07/2011,30/06/2014,Fixed Term,People with disability,Disability Services,Disability Support,,"This funding is predominantly accommodation support funding, but also includes a mix or old grants allocated to services in a block amount.",No,Bundaberg Regional,,,,430532,430532,0,
80009670704,Endeavour Foundation,,Cannon Hill,Endeavour Foundation - Central Qld Nixon Street,DCCSDS,State and Commonwealth,Disability Funding (DGEN)   ,,Grant,Operational,1/07/2011,30/06/2014,Fixed Term,People with disability,Disability Services,Disability Support,,"This funding is predominantly accommodation support funding, but also includes a mix or old grants allocated to services in a block amount.",No,Bundaberg Regional,,,,10969,10969,0,
80009670704,Endeavour Foundation,,Cannon Hill,Endeavour Foundation,DCCSDS,State and Commonwealth,Disability Funding (DGEN)   ,,Grant,Operational,1/07/2011,30/06/2014,Fixed Term,People with disability,Disability Services,Disability Support,,"This funding is predominantly accommodation support funding, but also includes a mix or old grants allocated to services in a block amount.",No,Bundaberg Regional,,,,495906,495906,0,
80009670704,Endeavour Foundation,,Cannon Hill,Endeavour Foundation - Central Qld Nixon Street,DCCSDS,State and Commonwealth,Resilience Partnership & Innovation,,Grant,Operational,1/07/2011,30/06/2014,Fixed Term,People with disability,Disability Services,Disability Support,,Provides non-government organisation with funds to enhance their capacity and capability to respond to the needs of people with a disability and improve the provision of community supports including early intervention.,No,Bundaberg Regional,,,,472143,472143,0,
80009670704,Endeavour Foundation,,Cannon Hill,Endeavour Foundation,DCCSDS,State and Commonwealth,Resilience Partnership & Innovation,,Grant,Operational,1/07/2011,30/06/2014,Fixed Term,People with disability,Disability Services,Disability Support,,Provides non-government organisation with funds to enhance their capacity and capability to respond to the needs of people with a disability and improve the provision of community supports including early intervention.,No,Bundaberg Regional,,,,736040,736040,0,
80009670704,Endeavour Foundation,,Cannon Hill,Endeavour Foundation - Central Qld Nixon Street,DCCSDS,State and Commonwealth,Support for School Leavers (PSS),,Grant,Operational,1/07/2011,30/06/2014,Fixed Term,People with disability,Disability Services,School leavers,,"The purpose of supports for school leavers is to assist young people with a disability to build pathways to access their community, and to support their transition towards adult life.",No,Bundaberg Regional,,,,370829,370829,0,
80139754733,Co-ordinated Support Services Pty Ltd,,Bundaberg West,Co-ordinated Support Services Pty Ltd - Bundaberg,DCCSDS,State and Commonwealth,Accommodation and Respite   ,,Grant,Operational,1/07/2012,30/06/2013,Fixed Term,People with disability,Disability Services,Accommodation & Respite,,"This funding is for accommodation support and respite. Accommodation support funds support workers to assist the person with a disability to remain in their own home or other accommodation, such as a group home. Respite is where support workers care for t",No,Bundaberg Regional,,,,132500,132500,0,
82778610723,Kenalwyn Bundaberg and District Neighbourhood Centre Inc,,Bundaberg South,Bundaberg & District Neighbourhood Centre,DCCSDS,State,Community Support & Sector Development,,Grant,Operational ,1/04/2013,31/03/2016,Ongoing,Community support,Social Inclusion,Community Development,,"To provide pathways to access universal community support services and an entry point to more targeted support services as required.   Also to provide referral services, education and training sessions and sector support to community organisations and volunteers.",No,Bundaberg Regional,,,,273249,91000,0,
82778610723,Kenalwyn Bundaberg and District Neighbourhood Centre Inc,,Bundaberg South,Multicultural Community Worker,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational ,1/07/2012,30/06/2015,Ongoing,Community support,Multicultural Affairs ,Community Development,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",No,Bundaberg Regional,,,,133368,44456,0,
82875267358,EDON Place Women's Domestic Violence Service Inc,,Bundaberg,EDON Place Domestic Violence Prevention Service,DCCSDS,State,Domestic & Family Violence Prevention & Support,,Grant,Operational ,11/04/2012,30/06/2015,Ongoing,Community support,Social Inclusion,Domestic Violence ,,"To provide information, advice, referral and support to people at risk of or experiencing domestic and family violence and to achieve safer communities through prevention and early intervention and service system capacity building.",No,Bundaberg Regional,,,,80464,25424,0,
82875267358,EDON Place Women's Domestic Violence Service Inc,,Bundaberg,Domestic and Family Violence Prevention Month,DCCSDS,State,Domestic & Family Violence Prevention & Support,,Grant,Operational,2/02/2013,31/05/2013,Fixed Term,Community support,Social Inclusion,Domestic Violence ,,"To provide information, advice, referral and support to people at risk of or experiencing domestic and family violence and to achieve safer communities through prevention and early intervention and service system capacity building.",No,Bundaberg Regional,,,,3000,3000,0,
82875267358,EDON Place Women's Domestic Violence Service Inc,,Bundaberg,EDON Place Domestic Violence Safety Upgrades Service,DCCSDS,State,Domestic & Family Violence Prevention & Support,,Grant,Operational ,1/04/2013,31/03/2016,Ongoing,Community support,Social Inclusion,Domestic Violence ,,"To provide information, advice, referral and support to people at risk of or experiencing domestic and family violence and to achieve safer communities through prevention and early intervention and service system capacity building.",No,Bundaberg Regional,,,,408281,36752,0,
82875267358,EDON Place Women's Domestic Violence Service Inc,,Bundaberg,EDON Place Women's Domestic Violence Service,DCCSDS,State and Commonwealth,Homelessness,,Grant,Operational ,11/04/2012,30/06/2015,Ongoing,Homes and housing,Social Inclusion,Domestic Violence,,"To reduce both the number of homeless people and the number of people becoming homeless in Queensland by funding services that assist people to obtain and maintain housing, and to maximise their capacity to be independent, self-reliant and connection to appropriate social and community supports.",No,Bundaberg Regional,,,,1415956,452015,0,
85097999347,Lifestyle Solutions (Aust) Ltd,,Islington,Lifestyle Solutions - Bundaberg - Residential Care,DCCSDS,State,Child Safety Placement Services,,Grant,Operational ,7/07/2011,31/12/2013,Ongoing,Parents and families,Child Safety,Placement Services,,"Provide places (accommodation and support) for children and young people who are unable to live at home.  A range of services are required to respond to the different levels of support needs of the child or young person and provide stable, quality care services. ",No,Bundaberg Regional,,,,1925621,798199,0,
85097999347,Lifestyle Solutions (Aust) Ltd,,Islington,Lifestyle Solutions Bundaberg Residential Care Service,DCCSDS,State,Child Safety Placement Services,,Grant,Operational ,5/10/2010,30/09/2013,Ongoing,Parents and families,Child Safety,Placement Services,,"Provide places (accommodation and support) for children and young people who are unable to live at home.  A range of services are required to respond to the different levels of support needs of the child or young person and provide stable, quality care services. ",No,Bundaberg Regional,,,,1311495,482267,0,
90498450086,Southern Cross Services (Bundaberg) Inc,,Bundaberg,Southern Cross Services (Bundaberg) Inc,DCCSDS,State,Community Support & Sector Development,,Grant,Operational,26/04/2013,25/04/2014,Fixed Term,Community support,Social Inclusion,Community Development,,"To provide pathways to access universal community support services and an entry point to more targeted support services as required.   Also to provide referral services, education and training sessions and sector support to community organisations and volunteers.",No,Bundaberg Regional,,,,5000,5000,0,
90931348856,Oasis Peer Support Group Inc,,Bundaberg,Oasis Peer Support Group Inc,DCCSDS,State,Community Support & Sector Development,,Grant,Operational,26/04/2013,25/04/2014,Fixed Term,Community support,Social Inclusion,Community Development,,"To provide pathways to access universal community support services and an entry point to more targeted support services as required.   Also to provide referral services, education and training sessions and sector support to community organisations and volunteers.",No,Bundaberg Regional,,,,3500,3500,0,
96356361867,Indigenous Wellbeing Centre Aboriginal Corporation,,Bundaberg,IWC - North Burnett Community Care Services,DCCSDS,State,Community Care,,Grant,Capital,1/06/2012,30/06/2013,Fixed Term,People with disability,Disability Services,Community Care,,"Community Care provides a broad range of low-intensity maintenance and support services to people aged under 65 who have a disability or condition that affects their ability to carry out activities of daily living, in order to support them to live independently in the community",No,Bundaberg Regional,,,,65999,65999,0,
96356361867,Indigenous Wellbeing Centre Aboriginal Corporation,,Bundaberg,,DCCSDS,State,Community Care,,Grant,Operational,1/07/2012,30/06/2013,Fixed Term,People with disability,Disability Services,Community Care,,"Community Care provides a broad range of low-intensity maintenance and support services to people aged under 65 who have a disability or condition that affects their ability to carry out activities of daily living, in order to support them to live independently in the community.",No,Bundaberg Regional,,,,114332,114332,0,
96356361867,Indigenous Wellbeing Centre Aboriginal Corporation,,Bundaberg,IWC - Wide Bay Indigenous Family Support Service,DCCSDS,State,Indigenous Child Protection Services,,Grant,Operational ,1/01/2011,30/09/2014,Ongoing,Parents and families,Child Safety,Client Support ,,"Provide assistance to children, young people and families who are referred by Child Safety Services for a range of interventions that focus on the Child Safety Services’ assessed needs of children and families.  ",No,Bundaberg Regional,,,,2550222,740455,0,
96356361867,Indigenous Wellbeing Centre Aboriginal Corporation,,Bundaberg,Indigenous Wellbeing Centre - HACC Services,DCCSDS,State and Commonwealth,Accommodation and Respite   ,,Grant,Operational,1/01/2012,30/06/2014,Fixed Term,People with disability,Disability Services,Accommodation & Respite,,"This funding is for accommodation support and respite. Accommodation support funds support workers to assist the person with a disability to remain in their own home or other accommodation, such as a group home. Respite is where support workers care for t",No,Bundaberg Regional,,,,17576,17576,0,
96356361867,Indigenous Wellbeing Centre Aboriginal Corporation,,Bundaberg,Indigenous Wellbeing Centre - HACC Services,DCCSDS,State and Commonwealth,Resilience Partnership & Innovation,,Grant,Operational,1/01/2012,30/06/2014,Fixed Term,People with disability,Disability Services,Disability Support,,Provides non-government organisation with funds to enhance their capacity and capability to respond to the needs of people with a disability and improve the provision of community supports including early intervention.,No,Bundaberg Regional,,,,106361,106361,0,
97925674741,Wide Bay Aboriginal Corporation for Child Protection Agency,,Bundaberg,WBACCPA - Maryborough & Bundaberg Recognised Entity,DCCSDS,State,Indigenous Child Protection Services,,Grant,Operational ,1/07/2011,30/09/2014,Ongoing,Parents and families,Child Safety,Client Support ,,"Provide assistance to children, young people and families who are referred by Child Safety Services for a range of interventions that focus on the Child Safety Services’ assessed needs of children and families.  ",No,Bundaberg Regional,,,,1809168,522227,0,
96356361867,Indigenous Wellbeing Centre Aboriginal Corporation,,Bundaberg,IWC - North Burnett Community Care Services,DCCSDS,State,Community Care,,Grant,Capital,1/06/2012,30/06/2013,Fixed Term,People with disability,Disability Services,Community Care,,"Community Care provides a broad range of low-intensity maintenance and support services to people aged under 65 who have a disability or condition that affects their ability to carry out activities of daily living, in order to support them to live independently in the community",No,Bundaberg Regional,,,,65999,65999,0,
96356361867,Indigenous Wellbeing Centre Aboriginal Corporation,,Bundaberg,,DCCSDS,State,Community Care,,Grant,Operational,1/07/2012,30/06/2013,Fixed Term,People with disability,Disability Services,Community Care,,"Community Care provides a broad range of low-intensity maintenance and support services to people aged under 65 who have a disability or condition that affects their ability to carry out activities of daily living, in order to support them to live independently in the community.",No,Bundaberg Regional,,,,114332,114332,0,
96356361867,Indigenous Wellbeing Centre Aboriginal Corporation,,Bundaberg,IWC - Wide Bay Indigenous Family Support Service,DCCSDS,State,Indigenous Child Protection Services,,Grant,Operational ,1/01/2011,30/09/2014,Ongoing,Parents and families,Child Safety,Client Support ,,"Provide assistance to children, young people and families who are referred by Child Safety Services for a range of interventions that focus on the Child Safety Services’ assessed needs of children and families.  ",No,Bundaberg Regional,,,,2550222,740455,0,
96356361867,Indigenous Wellbeing Centre Aboriginal Corporation,,Bundaberg,Indigenous Wellbeing Centre - HACC Services,DCCSDS,State and Commonwealth,Accommodation and Respite   ,,Grant,Operational,1/01/2012,30/06/2014,Fixed Term,People with disability,Disability Services,Accommodation & Respite,,"This funding is for accommodation support and respite. Accommodation support funds support workers to assist the person with a disability to remain in their own home or other accommodation, such as a group home. Respite is where support workers care for t",No,Bundaberg Regional,,,,17576,17576,0,
96356361867,Indigenous Wellbeing Centre Aboriginal Corporation,,Bundaberg,Indigenous Wellbeing Centre - HACC Services,DCCSDS,State and Commonwealth,Resilience Partnership & Innovation,,Grant,Operational,1/01/2012,30/06/2014,Fixed Term,People with disability,Disability Services,Disability Support,,Provides non-government organisation with funds to enhance their capacity and capability to respond to the needs of people with a disability and improve the provision of community supports including early intervention.,No,Bundaberg Regional,,,,106361,106361,0,
97925674741,Wide Bay Aboriginal Corporation for Child Protection Agency,,Bundaberg,WBACCPA - Maryborough & Bundaberg Recognised Entity,DCCSDS,State,Indigenous Child Protection Services,,Grant,Operational ,1/07/2011,30/09/2014,Ongoing,Parents and families,Child Safety,Client Support ,,"Provide assistance to children, young people and families who are referred by Child Safety Services for a range of interventions that focus on the Child Safety Services’ assessed needs of children and families.  ",No,Bundaberg Regional,,,,1809168,522227,0,
11514282731,Community Lifestyle Support Inc,,Kalkie,Community Lifestyle Support Inc - Office,DCCSDS,State and Commonwealth,Accommodation and Respite   ,,Grant,Operational,1/01/2011,30/06/2014,Fixed Term,People with disability,Disability Services,Accommodation & Respite,,"This funding is for accommodation support and respite. Accommodation support funds support workers to assist the person with a disability to remain in their own home or other accommodation, such as a group home. Respite is where support workers care for t",No,Bundaberg Regional,,,,549591,549591,0,
11514282731,Community Lifestyle Support Inc,,Kalkie,Community Lifestyle Support Inc - Searle Street,DCCSDS,State and Commonwealth,Accommodation and Respite   ,,Grant,Operational,1/01/2011,30/06/2014,Fixed Term,People with disability,Disability Services,Accommodation & Respite,,"This funding is for accommodation support and respite. Accommodation support funds support workers to assist the person with a disability to remain in their own home or other accommodation, such as a group home. Respite is where support workers care for t",No,Bundaberg Regional,,,,291282,291282,0,
11514282731,Community Lifestyle Support Inc,,Kalkie,Community Lifestyle Support Inc - Byrne Street,DCCSDS,State and Commonwealth,Accommodation and Respite   ,,Grant,Operational,1/01/2011,30/06/2014,Fixed Term,People with disability,Disability Services,Accommodation & Respite,,"This funding is for accommodation support and respite. Accommodation support funds support workers to assist the person with a disability to remain in their own home or other accommodation, such as a group home. Respite is where support workers care for t",No,Bundaberg Regional,,,,125394,125394,0,
11514282731,Community Lifestyle Support Inc,,Kalkie,Community Lifestyle Support Inc,DCCSDS,State and Commonwealth,Accommodation and Respite   ,,Grant,Operational,1/01/2011,30/06/2014,Fixed Term,People with disability,Disability Services,Accommodation & Respite,,"This funding is for accommodation support and respite. Accommodation support funds support workers to assist the person with a disability to remain in their own home or other accommodation, such as a group home. Respite is where support workers care for t",No,Bundaberg Regional,,,,87170,87170,0,
11514282731,Community Lifestyle Support Inc,,Kalkie,Community Lifestyle Support Inc,DCCSDS,State and Commonwealth,Accommodation and Respite   ,,Grant,Operational,1/01/2011,30/06/2014,Fixed Term,People with disability,Disability Services,Accommodation & Respite,,"This funding is for accommodation support and respite. Accommodation support funds support workers to assist the person with a disability to remain in their own home or other accommodation, such as a group home. Respite is where support workers care for t",No,Bundaberg Regional,,,,286364,286364,0,
11514282731,Community Lifestyle Support Inc,,Kalkie,Community Lifestyle Support Inc - Office,DCCSDS,State and Commonwealth,Disability Assistance Package   ,,Grant,Operational,1/01/2011,30/06/2014,Fixed Term,People with disability,Disability Services,Disability Support,,"Adults with a disability receive support to live in their own home, family home or in shared accommmodation support arrangements.",No,Bundaberg Regional,,,,809915,809915,0,
11514282731,Community Lifestyle Support Inc,,Kalkie,Community Lifestyle Support Inc - Byrne Street,DCCSDS,State and Commonwealth,Disability Assistance Package   ,,Grant,Operational,1/01/2011,30/06/2014,Fixed Term,People with disability,Disability Services,Disability Support,,"Adults with a disability receive support to live in their own home, family home or in shared accommmodation support arrangements.",No,Bundaberg Regional,,,,20854,20854,0,
11514282731,Community Lifestyle Support Inc,,Kalkie,Community Lifestyle Support Inc,DCCSDS,State and Commonwealth,Disability Assistance Package   ,,Grant,Operational,1/01/2011,30/06/2014,Fixed Term,People with disability,Disability Services,Disability Support,,"Adults with a disability receive support to live in their own home, family home or in shared accommmodation support arrangements.",No,Bundaberg Regional,,,,89567,89567,0,
11514282731,Community Lifestyle Support Inc,,Kalkie,Community Lifestyle Support Inc - Office,DCCSDS,State and Commonwealth,Disability Funding (DGEN)   ,,Grant,Operational,1/01/2011,30/06/2014,Fixed Term,People with disability,Disability Services,Disability Support,,"This funding is predominantly accommodation support funding, but also includes a mix or old grants allocated to services in a block amount.",No,Bundaberg Regional,,,,1538801,1538801,0,
11514282731,Community Lifestyle Support Inc,,Kalkie,Community Lifestyle Support Inc - Early Intervention Program,DCCSDS,State and Commonwealth,Disability Funding (DGEN)   ,,Grant,Operational,1/01/2011,30/06/2014,Fixed Term,People with disability,Disability Services,Disability Support,,"This funding is predominantly accommodation support funding, but also includes a mix or old grants allocated to services in a block amount.",No,Bundaberg Regional,,,,386447,386447,0,
11514282731,Community Lifestyle Support Inc,,Kalkie,Community Lifestyle Support Inc,DCCSDS,State and Commonwealth,Disability Funding (DGEN)   ,,Grant,Operational,1/01/2011,30/06/2014,Fixed Term,People with disability,Disability Services,Disability Support,,"This funding is predominantly accommodation support funding, but also includes a mix or old grants allocated to services in a block amount.",No,Bundaberg Regional,,,,157064,157064,0,
11514282731,Community Lifestyle Support Inc,,Kalkie,Community Lifestyle Support Inc,DCCSDS,State and Commonwealth,Disability Funding (DGEN)   ,,Grant,Operational,1/01/2011,30/06/2014,Fixed Term,People with disability,Disability Services,Disability Support,,"This funding is predominantly accommodation support funding, but also includes a mix or old grants allocated to services in a block amount.",No,Bundaberg Regional,,,,297070,297070,0,
11514282731,Community Lifestyle Support Inc,,Kalkie,Community Lifestyle Support Inc - Office,DCCSDS,State and Commonwealth,Support for School Leavers (PSS),,Grant,Operational,1/01/2011,30/06/2014,Fixed Term,People with disability,Disability Services,School leavers,,"The purpose of supports for school leavers is to assist young people with a disability to build pathways to access their community, and to support their transition towards adult life.",No,Bundaberg Regional,,,,475199,475199,0,
11514282731,Community Lifestyle Support Inc,,Kalkie,Community Lifestyle Support Inc - Office,DCCSDS,State and Commonwealth,Young Adults Exiting Care of State ,,Grant,Operational,1/01/2011,30/06/2014,Fixed Term,People with disability,Disability Services,Young people,,YACS provides funding support to young people to enable them to transition from care and to access appropriate services from the day of their 18th birthday.,No,Bundaberg Regional,,,,53781,53781,0,
11514282731,Community Lifestyle Support Inc,,Kalkie,Community Lifestyle Support Inc - Byrne Street,DCCSDS,State and Commonwealth,Young Adults Exiting Care of State ,,Grant,Operational,1/01/2011,30/06/2014,Fixed Term,People with disability,Disability Services,Young people,,YACS provides funding support to young people to enable them to transition from care and to access appropriate services from the day of their 18th birthday.,No,Bundaberg Regional,,,,306077,306077,0,
11514282731,Community Lifestyle Support Inc,,Kalkie,Community Lifestyle Support Inc,DCCSDS,State and Commonwealth,Young Adults Exiting Care of State ,,Grant,Operational,1/01/2011,30/06/2014,Fixed Term,People with disability,Disability Services,Young people,,YACS provides funding support to young people to enable them to transition from care and to access appropriate services from the day of their 18th birthday.,No,Bundaberg Regional,,,,153038,153038,0,
11514282731,Community Lifestyle Support Inc,,Kalkie,Community Lifestyle Support Inc - Beatrice Street,DCCSDS,State and Commonwealth,Young Adults Exiting Care of State ,,Grant,Operational,1/01/2011,30/06/2014,Fixed Term,People with disability,Disability Services,Young people,,YACS provides funding support to young people to enable them to transition from care and to access appropriate services from the day of their 18th birthday.,No,Bundaberg Regional,,,,173727,173727,0,
11514282731,Community Lifestyle Support Inc,,Kalkie,Community Lifestyle Support Inc,DCCSDS,State and Commonwealth,Young Adults Exiting Care of State ,,Grant,Operational,1/01/2011,30/06/2014,Fixed Term,People with disability,Disability Services,Young people,,YACS provides funding support to young people to enable them to transition from care and to access appropriate services from the day of their 18th birthday.,No,Bundaberg Regional,,,,113753,113753,0,
11514282731,Community Lifestyle Support Inc,,Kalkie,Community Lifestyle Support Inc - 1A Beatrice Street,DCCSDS,State and Commonwealth,Young Adults Exiting Care of State ,,Grant,Operational,1/01/2011,30/06/2014,Fixed Term,People with disability,Disability Services,Young people,,YACS provides funding support to young people to enable them to transition from care and to access appropriate services from the day of their 18th birthday.,No,Bundaberg Regional,,,,306796,306796,0,
12171611328,Burdekin Singers and Theatre Co,,Ayr,Burdekin Singers and Theatre Co,DCCSDS,State,Community Support & Sector Development,,Grant,Operational,26/04/2013,25/04/2014,Fixed Term,Community support,Social Inclusion,Community Development,,"To provide pathways to access universal community support services and an entry point to more targeted support services as required.   Also to provide referral services, education and training sessions and sector support to community organisations and volunteers.",No,Burdekin Shire,,,,3999,3999,0,
42609591731,The Bur-Del Co-Operative Advancement Society Ltd,,Ayr,,DCCSDS,State,Community Care,,Grant,Operational,1/07/2012,30/06/2013,Fixed Term,People with disability,Disability Services,Community Care,,"Community Care provides a broad range of low-intensity maintenance and support services to people aged under 65 who have a disability or condition that affects their ability to carry out activities of daily living, in order to support them to live independently in the community.",No,Burdekin Shire,,,,101439,101439,0,
58009666193,Queensland Police Citizens Youth Welfare Association,,Tingalpa,Queensland Police Citizens Youth Welfare Association,DCCSDS,State,Community Support & Sector Development,,Grant,Operational,26/04/2013,25/04/2014,Fixed Term,Community support,Social Inclusion,Community Development,,"To provide pathways to access universal community support services and an entry point to more targeted support services as required.   Also to provide referral services, education and training sessions and sector support to community organisations and volunteers.",No,Burdekin Shire,,,,2225,2225,0,
61723727604,Burdekin Flexible Support Service Inc,,Ayr,,DCCSDS,State,Community Care,,Grant,Operational,1/07/2012,30/06/2013,Fixed Term,People with disability,Disability Services,Community Care,,"Community Care provides a broad range of low-intensity maintenance and support services to people aged under 65 who have a disability or condition that affects their ability to carry out activities of daily living, in order to support them to live independently in the community.",No,Burdekin Shire,,,,200104,200104,0,
61723727604,Burdekin Flexible Support Service Inc,,Ayr,Burdekin Flexible Support Service Inc.,DCCSDS,State and Commonwealth,Accommodation and Respite   ,,Grant,Operational,1/01/2011,30/06/2014,Fixed Term,People with disability,Disability Services,Accommodation & Respite,,"This funding is for accommodation support and respite. Accommodation support funds support workers to assist the person with a disability to remain in their own home or other accommodation, such as a group home. Respite is where support workers care for t",No,Burdekin Shire,,,,82638,82638,0,
