Australian Business Number (ABN),Legal entity,Legal entity postcode,Legal entity LGA,Service provider,Funding agency,Funding source,Funding title,Program title,Funding type,Funding terms,Funding agreement start,Funding agreement end,Funding agreement duration,Category,Tag 1,Tag 2,Client group,Purpose,Statewide,Service delivery LGA,Service delivery postcode,Longitude,Latitude,Total funding under this agreement,Previous financial year,Co-contribution,Website
72427835198,Bundaberg Regional Council,,BUNDABERG,Isis Child Care & Family Support HUB,DETE,State,Integrated Service Delivery (Hubs),,Grant,Operational,1/07/2012,30/06/2015,Fixed-term,Parents and families,Early Years,,,To provide a hub service to respond effectively to the diverse needs of children and families,No,Bundaberg Regional,,,,266918,86410,0,
20689040493,Wallaville Kindy-Care Inc,,WALLAVILLE,Wallaville Kindy-Care,DETE,State,Limited Hours Care,,Grant,Operational,1/01/2013,31/12/2015,Fixed-term,Parents and families,Early Years,,,To support child care needs of disadvantaged families primarily located in rural and remote communities across Queensland where many have limited or no access to other early childhood education and care services.,No,Bundaberg Regional,,,,110644,35819,0,
72427835198,Bundaberg Regional Council,,BUNDABERG,Isis Outside School Hours Care,DETE,State,School Aged Care,,Grant,Operational,28/08/2012,30/09/2015,Fixed-term,Parents and families,Early Years,,,"Funding to support the delivery of quality School Age Care  programs in Queensland in rural and remote communities, and small services with lower utilisation levels that may not be able to operate without this additional funding (Co-ordinator hours). Services are not-for-profit community based services providing care for school aged children.  ",No,Bundaberg Regional,,,,35218,11058,0,
13497409420,Gooburrum State School P & C Association,,GOOBURRUM,Gooburrum State School Outside School Hours Care,DETE,State,School Aged Care,,Grant,Operational,25/08/2012,30/09/2015,Fixed-term,Parents and families,Early Years,,,"Funding to support the delivery of quality School Age Care  programs in Queensland in rural and remote communities, and small services with lower utilisation levels that may not be able to operate without this additional funding (Co-ordinator hours). Services are not-for-profit community based services providing care for school aged children.  ",No,Bundaberg Regional,,,,16773,5252,0,
60047316255,Ayr Community Kindergarten Assoc Inc,,AYR,Ayr Community Kindergarten,DETE,State,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Burdekin Shire,,,,6000,6000,0,
60047316255,Ayr Community Kindergarten Assoc Inc,,AYR,Ayr Community Kindergarten,DETE,Commonwealth,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Burdekin Shire,,,,10000,10000,10000,
60047316255,Ayr Community Kindergarten Assoc Inc,,AYR,Ayr Community Kindergarten (MacMillan Street Campus),DETE,Commonwealth,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Burdekin Shire,,,,6000,6000,6000,
24025286453,Trinity Beach Community Kindergarten Association Inc,,TRINITY BEACH,Trinity Beach Community Kindergarten,DETE,Commonwealth,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Cairns Regional,,,,3500,3500,3500,
51244358500,Cairns Community Kindergarten and Preshool Incorporated,,CAIRNS CITY,Cairns Community Kindergarten & Preschool,DETE,Commonwealth,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Cairns Regional,,,,4000,4000,4000,
13448727064,Gordonvale Community Kindergarten Association Inc,,GORDONVALE,Gordonvale Community Kindergarten,DETE,Commonwealth,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Cairns Regional,,,,10000,10000,10000,
57013862377,Edmonton Community Kindergarten Association Inc,,EDMONTON,Edmonton Community Kindergarten,DETE,Commonwealth,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Cairns Regional,,,,6000,6000,6000,
34644120116,Whitfield Community Kindergarten Association Inc,,CAIRNS CITY,Whitfield Community Kindergarten,DETE,Commonwealth,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Cairns Regional,,,,6000,6000,6000,
95084695045,The Benevolent Society,,EDMONTON,Cairns Early Years Centre (EYC),DETE,Commonwealth,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Cairns Regional,,,,8000,8000,8000,
15963176908,Boopa Werem Kindergarten and Preschool Association Inc,,BUNGALOW,Boopa Werem Kindergarten & Preschool,DETE,Commonwealth,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Cairns Regional,,,,8000,8000,8000,
61520941102,Bayview Heights Community Kindergarten Association Inc,,WOREE,Bayview Heights Community Kindergarten,DETE,State,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Cairns Regional,,,,6000,6000,0,
59150737849,The Creche and Kindergarten Association Limited,,MOOROOBOOL,C&K BALACLAVA COMMUNITY KINDERGARTEN,DETE,State,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Cairns Regional,,,,12000,12000,0,
15010112580,Wuchopperen Health Service Ltd,,MANOORA,Cairns Children & Family Centre,DETE,Commonwealth,Integrated Service Delivery (CFC),,Grant,Operational,1/09/2011,30/06/2014,Fixed-term,Education and training,Early Years,,,"To deliver integrated early childhood education and care, parent and family support and child and maternal health services. Focused on providing services to Aboriginal and Torres Strait Islander families with children from birth to 8 years.",No,Cairns Regional,,,,2269586,583595,2269586,
95084695045,The Benevolent Society,,PADDINGTON,Cairns Early Years Centre (EYC),DETE,State,Integrated Service Delivery (EYC),,Grant,Operational,18/01/2011,31/12/2013,Fixed-term,Education and training,Early Years,,,"To provide integrated early years services to families with young children and also to pregnant women, including early childhood education and care, family support and health services.  4 centres providing services in 13 communities",No,Cairns Regional,,,,5897454,2152531,0,
72617505047,Mookai Rosie-Bi-Bayan,,EARLVILLE,Mookai Rosie-Bi-Bayan Playgroup,DETE,State,Long Day Care (ATSI),,Grant,Operational,1/07/2011,30/06/2014,Fixed-term,Aboriginal and Torres Strait Islander peoples,Early Years,,,To provide early childhood development including early childhood education and  care  in remote Aboriginal and Torres Strait Island communities.,No,Cairns Regional,,,,30957,10012,0,
15010112580,Wuchopperen Health Service Ltd,,MANOORA,Child & Family Centre - Pre-Kindergarten Grant,DETE,Commonwealth,Pre-Kindergarten Support,,Grant,Operational,31/07/2013,30/07/2013,Fixed-term,Aboriginal and Torres Strait Islander peoples,Early Years,,,To facilitate community awareness and promote access and participation to kindergarten programs for Aboriginal and Torres Strait Islander children and children from CALD backgrounds. Funding is intended to address barriers to kindergarten participation by supporting and resourcing community organisations to engage families in programs and activities which support access to early learning.,No,Cairns Regional,,,,300000,0,300000,
91473691625,The Roman Catholic Trust Corporation for the Diocese of Cairns,,CAIRNS CITY,St Augustine's Mossman Outside School Hours Care,DETE,State,School Aged Care,,Grant,Operational,7/09/2012,30/09/2015,Fixed-term,Parents and families,Early Years,,,"Funding to support the delivery of quality School Age Care  programs in Queensland in rural and remote communities, and small services with lower utilisation levels that may not be able to operate without this additional funding (Co-ordinator hours). Services are not-for-profit community based services providing care for school aged children.  ",No,Cairns Regional,,,,18332,5807,0,
91473691625,The Roman Catholic Trust Corporation for the Diocese of Cairns,,CAIRNS CITY,St Michael's Gordonvale Outside School Hours Care,DETE,State,School Aged Care,,Grant,Operational,7/09/2012,30/09/2015,Fixed-term,Parents and families,Early Years,,,"Funding to support the delivery of quality School Age Care  programs in Queensland in rural and remote communities, and small services with lower utilisation levels that may not be able to operate without this additional funding (Co-ordinator hours). Services are not-for-profit community based services providing care for school aged children.  ",No,Cairns Regional,,,,18332,5807,0,
34699596767,Balaclava After School Care and Vacation Care Association Inc,,EARLVILLE,Balaclava After School and Vacation Care,DETE,State,School Aged Care,,Grant,Operational,10/10/2012,31/12/2015,Fixed-term,Parents and families,Early Years,,,"Funding to support the delivery of quality School Age Care  programs in Queensland in rural and remote communities, and small services with lower utilisation levels that may not be able to operate without this additional funding (Co-ordinator hours). Services are not-for-profit community based services providing care for school aged children.  ",No,Cairns Regional,,,,19300,5807,0,
43134521065,Puuya Foundation,,CAIRNS CITY,Puuya Foundation - Lockhart River Early Years Learning and Parenting Project,DETE,State,Sector Support,,Grant,Operational,1/07/2013,30/06/2014,Fixed-term,Aboriginal and Torres Strait Islander peoples,Early Years,,,To provide early childhood development including early childhood education and  care  in remote Aboriginal and Torres Strait Island communities,No,Cairns Regional,,,,87267,0,0,
15010112580,Wuchopperen Health Service Ltd,,MANOORA,Kindy Transport Solutions - Wuchopperen Health Service,DETE,Commonwealth,Transport Solutions,,Grant,Operational,4/03/2013,3/03/2016,Fixed-term,Education and training,Early Years,,,Establish transport solutions to increase access to kindergarten programs in areas where transport issues are a potential barrier to access,No,Cairns Regional,,,,176160,19144,176160,
15010112580,Wuchopperen Health Service Ltd,,MANOORA,Kindy Transport Solutions - Wuchopperen Health Service,DETE,Commonwealth,Transport Solutions,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,Establish transport solutions to increase access to kindergarten programs in areas where transport issues are a potential barrier to access,No,Cairns Regional,,,,3840,3840,3840,
28233206511,Goobidi Bamanga Community Advancement Cooperative Society Ltd,,MOSSMAN,Goobidi Bamanga Community Advancement Vacation Care,DETE,State,Vacation Care Access,,Grant,Operational,1/07/2011,30/06/2014,Fixed-term,Parents and families,Early Years,,,"Vacation Care Access services offers support for targeted families, specifically for children with disabilities or Indigenous children, to access services during school holidays ",No,Cairns Regional,,,,27945,9038,0,
79434562069,Cairns and District Child Care Development Association Inc,,EDGE HILL,Vacation Care for All,DETE,State,Vacation Care Access,,Grant,Operational,19/11/2010,31/12/2013,Fixed-term,Parents and families,Early Years,,,"Vacation Care Access services offers support for targeted families, specifically for children with disabilities or Indigenous children, to access services during school holidays ",No,Cairns Regional,,,,37800,12226,0,
59242797822,Carpentaria Shire Council,,NORMANTON,Carpentaria Shire Council - Reading to Children,DETE,State,Literacy Support,,Grant,Operational,1/02/2012,31/01/2015,Fixed-term,Education and training,Early Years,,,"Deliver a reading to children program for children under school age using volunteer readers, in particular older people and grandparents within the areas of Cape York, Torres Strait and Far North Queensland",No,Carpentaria Shire,,,,153660,12425,0,
68744962789,Mourilyan & District Kindergarten,,MOURILYAN,Mourilyan District Kindergarten,DETE,State,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Cassowary Coast Regional,,,,20000,20000,0,
91747259885,Innisfail Community Preschool & Kindergarten Association Inc,,MIGHELL,Innisfail Community Pre school and Kindergarten,DETE,Commonwealth,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Cassowary Coast Regional,,,,16000,16000,16000,
58009666193,Queensland Police Citizens Youth Welfare Association,,TINGALPA,Innisfail PCYC Outside School Hours Care,DETE,State,School Aged Care,,Grant,Operational,27/08/2012,30/09/2015,Fixed-term,Parents and families,Early Years,,,"Funding to support the delivery of quality School Age Care  programs in Queensland in rural and remote communities, and small services with lower utilisation levels that may not be able to operate without this additional funding (Co-ordinator hours). Services are not-for-profit community based services providing care for school aged children.  ",No,Cassowary Coast Regional,,,,17984,5641,0,
58009666193,Queensland Police Citizens Youth Welfare Association,,GREENSLOPES,Tully - Innisfail PCYC School Hours Care,DETE,State,School Aged Care,,Grant,Operational,27/06/2011,30/06/2014,Fixed-term,Parents and families,Early Years,,,"Funding to support the delivery of quality School Age Care  programs in Queensland in rural and remote communities, and small services with lower utilisation levels that may not be able to operate without this additional funding (Co-ordinator hours). Services are not-for-profit community based services providing care for school aged children.  ",No,Cassowary Coast Regional,,,,18021,11404,0,
96789081639,Emerald Pre School & Community Kindergarten,,EMERALD,Emerald Pre School & Community Kindergarten,DETE,State,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Central Highlands Regional,,,,8000,8000,0,
96789081639,Emerald Pre School & Community Kindergarten,,EMERALD,Emerald Pre School & Community Kindergarten,DETE,Commonwealth,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Central Highlands Regional,,,,8000,8000,8000,
38659622800,Borilla Community Kindergarten Association Inc,,EMERALD,Borilla Community Kindergarten (Emerald),DETE,State,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Central Highlands Regional,,,,44000,44000,0,
59150737849,The Creche and Kindergarten Association Limited,,NORTH MACKAY,C&K Mackay North Community Kindergarten,DETE,State,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Central Highlands Regional,,,,6000,6000,0,
77231384646,Uniting Church in Australia - Frontier Services,,AUCHENFLOWER,Emerald Remote Area Families Service,DETE,State,Family Support (Mobile),,Grant,Operational,1/07/2013,30/06/2016,Fixed-term,Education and training,Early Years,,,To provide families in rural and remote areas of Queensland access to child care,No,Central Highlands Regional,,,,625950,202455,0,
80283786497,Blackwater Tiny Tots Centre Inc,,BLACKWATER,Blackwater Tiny Tots Limited Hours Care,DETE,State,Limited Hours Care,,Grant,Operational,1/01/2013,31/12/2015,Fixed-term,Parents and families,Early Years,,,To support child care needs of disadvantaged families primarily located in rural and remote communities across Queensland where many have limited or no access to other early childhood education and care services.,No,Central Highlands Regional,,,,105917,34289,0,
55828234841,Tieri Daycare Association Inc,,TIERI,Tieri Daycare Centre,DETE,State,Limited Hours Care,,Grant,Operational,25/02/2013,31/12/2015,Fixed-term,Parents and families,Early Years,,,To support child care needs of disadvantaged families primarily located in rural and remote communities across Queensland where many have limited or no access to other early childhood education and care services.,No,Central Highlands Regional,,,,100595,34290,0,
59150737849,The Creche and Kindergarten Association Limited,,NEWMARKET,Capella Early Childhood Centre (C&K Ltd),DETE,State,Limited Hours Care,,Grant,Operational,1/07/2012,31/12/2015,Fixed-term,Parents and families,Early Years,,,To support child care needs of disadvantaged families primarily located in rural and remote communities across Queensland where many have limited or no access to other early childhood education and care services.,No,Central Highlands Regional,,,,105908,34286,0,
58009666193,Queensland Police Citizens Youth Welfare Association,,TINGALPA,Blackwater PCYC Outside School Hours Care,DETE,State,School Aged Care,,Grant,Operational,27/08/2012,30/09/2015,Fixed-term,Parents and families,Early Years,,,"Funding to support the delivery of quality School Age Care  programs in Queensland in rural and remote communities, and small services with lower utilisation levels that may not be able to operate without this additional funding (Co-ordinator hours). Services are not-for-profit community based services providing care for school aged children.  ",No,Central Highlands Regional,,,,35250,11058,0,
59150737849,The Creche and Kindergarten Association Limited,,CHARTERS TOWERS CITY,Charters Towers Kindergarten,DETE,Commonwealth,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Charters Towers Regional,,,,6000,6000,6000,
58009666193,Queensland Police Citizens Youth Welfare Association,,TINGALPA,Charters Towers PCYC Outside School Hours Care,DETE,State,School Aged Care,,Grant,Operational,27/08/2012,30/09/2015,Fixed-term,Parents and families,Early Years,,,"Funding to support the delivery of quality School Age Care  programs in Queensland in rural and remote communities, and small services with lower utilisation levels that may not be able to operate without this additional funding (Co-ordinator hours). Services are not-for-profit community based services providing care for school aged children.  ",No,Charters Towers Regional,,,,17984,5641,0,
11387942042,Gundoo Aboriginal Corporation,,CHERBOURG,Gundoo Day Care OSHC Program,DETE,State,Vacation Care Access,,Grant,Operational,18/09/2011,30/09/2014,Fixed-term,Parents and families,Early Years,,,"Vacation Care Access services offers support for targeted families, specifically for children with disabilities or Indigenous children, to access services during school holidays ",No,Cherbourg Aboriginal Shire,,,,25502,8152,0,
50255842146,Jimberella Cooperative Society Ltd,,DAJARRA,Dajarra Holiday Care Centre,DETE,State,Long Day Care (ATSI),,Grant,Operational,31/03/2012,31/03/2015,Fixed-term,Aboriginal and Torres Strait Islander peoples,Early Years,,,To provide early childhood development including early childhood education and  care  in remote Aboriginal and Torres Strait Island communities.,No,Cloncurry Shire,,,,32391,10476,0,
73435425114,Weipa Early Childhood Education Association Inc,,ROCKY POINT,Weipa Community Kindergarten And Preschool,DETE,State,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Cook Shire,,,,6000,6000,0,
65007825127,Cooktown Kindergarten Association Inc,,COOKTOWN,Cooktown Kindergarten & Limited Hours Care Service,DETE,State,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Cook Shire,,,,10000,10000,0,
63361686724,Cooktown District Community Centre Inc (CDCC),,COOKTOWN,Cooktown District Community Centre - CAFS,DETE,State,Family Support (CAFS),,Grant,Operational,1/01/2011,31/12/2013,Fixed-term,Aboriginal and Torres Strait Islander peoples,Early Years,,,To provide early childhood development including early childhood education and  care  in remote Aboriginal and Torres Strait Island communities.,No,Cook Shire,,,,420663,136057,0,
26688799156,Coen Kindergarten Association Inc,,COEN,Central Cape Child and Family Support Service - Remote ATSI Child Care CP,DETE,State,Family Support (CAFS),,Grant,Operational,1/07/2012,30/06/2015,Fixed-term,Aboriginal and Torres Strait Islander peoples,Early Years,,,To provide early childhood development including early childhood education and  care  in remote Aboriginal and Torres Strait Island communities.,No,Cook Shire,,,,131532,21290,0,
26688799156,Coen Kindergarten Association Inc,,COEN,Central Cape Child and Family Support Service - Child Care Hub,DETE,State,Integrated Service Delivery (Hubs),,Grant,Operational,1/07/2012,30/06/2015,Fixed-term,Parents and families,Early Years,,,To provide a hub service to respond effectively to the diverse needs of children and families,No,Cook Shire,,,,447869,108743,0,
26688799156,Coen Kindergarten Association Inc,,COEN,Coen Limited Hours Care,DETE,State,Limited Hours Care,,Grant,Operational,1/01/2013,31/12/2015,Fixed-term,Parents and families,Early Years,,,To support child care needs of disadvantaged families primarily located in rural and remote communities across Queensland where many have limited or no access to other early childhood education and care services.,No,Cook Shire,,,,105914,0,0,
26688799156,Coen Kindergarten Association Inc,,COEN,Coen Childrens Activity Program,DETE,State,Long Day Care (ATSI),,Grant,Operational,1/07/2011,30/06/2014,Fixed-term,Aboriginal and Torres Strait Islander peoples,Early Years,,,To provide early childhood development including early childhood education and  care  in remote Aboriginal and Torres Strait Island communities.,No,Cook Shire,,,,30957,10012,0,
65007825127,Cooktown Kindergarten Association Inc,,COOKTOWN,Kindy Transport Solutions - Cooktown Kindergarten Association,DETE,Commonwealth,Transport Solutions,,Grant,Operational,4/03/2013,3/03/2016,Fixed-term,Education and training,Early Years,,,Establish transport solutions to increase access to kindergarten programs in areas where transport issues are a potential barrier to access,No,Cook Shire,,,,117900,12705,117900,
26688799156,Coen Kindergarten Association Inc,,COEN,Coen Kindergarten Vacation Care Program,DETE,State,Vacation Care Access,,Grant,Operational,1/07/2011,30/06/2014,Fixed-term,Parents and families,Early Years,,,"Vacation Care Access services offers support for targeted families, specifically for children with disabilities or Indigenous children, to access services during school holidays ",No,Cook Shire,,,,18627,6025,0,
87774161836,Diamantina Shire Council,,BEDOURIE,Diamantina Shire Council Children's Services,DETE,State,Playgroup (Mobile),,Grant,Operational,1/07/2012,30/06/2015,Fixed-term,Education and training,Early Years,,,To provide families in rural and remote areas of Queensland access to child care.,No,Diamantina Shire,,,,388954,62959,0,
79685451696,Save the Children Australia as Trustee for Save the Children Australia Trust,,SOUTH BRISBANE,Doomadgee Children & Family Centre,DETE,Commonwealth,Integrated Service Delivery (CFC),,Grant,Operational,1/09/2011,30/06/2014,Fixed-term,Education and training,Early Years,,,"To deliver integrated early childhood education and care, parent and family support and child and maternal health services. Focused on providing services to Aboriginal and Torres Strait Islander families with children from birth to 8 years.",No,Doomadgee Aboriginal Shire,,,,1664364,427969,1664364,
17807264224,Warrgoobulginda Aboriginal Corporation Doomadgee,,DOOMADGEE,Warrgoobulginda Childrens Activity and Support Program,DETE,State,Long Day Care (ATSI),,Grant,Operational,1/07/2012,30/06/2015,Fixed-term,Aboriginal and Torres Strait Islander peoples,Early Years,,,To provide early childhood development including early childhood education and  care  in remote Aboriginal and Torres Strait Island communities.,No,Doomadgee Aboriginal Shire,,,,397146,80355,0,
57665238857,Etheridge Shire Council Student Hostel (Georgetown),,,,DETE,Combined,Student Hostel Support Scheme (SHSS),,Grant,Operational and Capital,,,Ongoing,Community support,Accommodation,,,To provide financial assistance to eligible non-profit organisations providing hostel accommodation in rural areas to accommodate geographically isolated primary and secondary students (including students with disabilities) so they may have daily access to schools.,No,Etheridge Shire,,,,,9876,3980,http://education.qld.gov.au/schools/grants/other/hostel.html
19107841587,Maryborough Community Kindergarten And Pre-Prep Schooling Association Inc,,MARYBOROUGH,Maryborough Community Kindergarten & Pre-Prep Schooling,DETE,State,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Fraser Coast Regional,,,,6000,6000,0,
33318509863,Tinana Pre School & Kindergarten Association Inc,,MARYBOROUGH,Tinana Pre-School and Kindergarten,DETE,Commonwealth,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Fraser Coast Regional,,,,4000,4000,4000,
51626296801,Corporation of the Trustees of the Roman Catholic Archdiocese of Bris - Centacare Child Care Service,,ELI WATERS,Xavier Kindergarten Eli Waters,DETE,Commonwealth,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Fraser Coast Regional,,,,4000,4000,4000,
84129803037,Hervey Bay Community Kindergarten & Pre-School Inc,,HERVEY BAY,East Street Kindy,DETE,State,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Fraser Coast Regional,,,,4000,4000,0,
34683873965,Hervey Bay Neighbourhood Centre Inc,,PIALBA,Hervey Bay Neighbourhood Centre Family Hub Service,DETE,State,Integrated Service Delivery (Hubs),,Grant,Operational,6/11/2011,31/12/2014,Fixed-term,Parents and families,Early Years,,,To provide a hub service to respond effectively to the diverse needs of children and families,No,Fraser Coast Regional,,,,137423,42286,0,
28953930342,Churches of Christ in Queensland,,KENMORE,Maryborough Family Support Service,DETE,State,Integrated Service Delivery (Hubs),,Grant,Operational,1/07/2012,30/06/2015,Fixed-term,Parents and families,Early Years,,,To provide a hub service to respond effectively to the diverse needs of children and families,No,Fraser Coast Regional,,,,267221,86508,0,
87964812325,Maryborough Child Care Centre Inc,,MARYBOROUGH,Burnett Mobile Playgroup Family Support Service,DETE,State,Playgroup(Mobile),,Grant,Operational,5/08/2012,30/09/2015,Fixed-term,Parents and families,Early Years,,,To provide a mobile playgroup to areas in the Central and North Burnett districts where families have limited or no access to early education or child care services.,No,Fraser Coast Regional,,,,488860,150422,0,
94559720821,Noah's Ark Resource Centre (Qld) Inc,,ROCKLEA,Maryborough After School Care (Noah's Ark),DETE,State,School Aged Care,,Grant,Operational,3/02/2012,31/03/2015,Fixed-term,Parents and families,Early Years,,,"Funding to support the delivery of quality School Age Care  programs in Queensland in rural and remote communities, and small services with lower utilisation levels that may not be able to operate without this additional funding (Co-ordinator hours). Services are not-for-profit community based services providing care for school aged children.  ",No,Fraser Coast Regional,,,,35968,15409,0,
75039376800,Lutheran Church of Australia QLD District Trading as QLECS,,GLADSTONE,St Stephen's Lutheran Kindergarten,DETE,State,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Gladstone Regional,,,,6000,6000,0,
78734021182,Calliope Kindergarten and Preschool Association Inc,,CALLIOPE,Calliope Kindergarten and Pre school,DETE,Commonwealth,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Gladstone Regional,,,,6000,6000,6000,
39927371797,Kookaburra Creek Kindergarten Association Incorporated,,GLADSTONE,Kookaburra Creek Kindergarten,DETE,Commonwealth,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Gladstone Regional,,,,6000,6000,6000,
59150737849,The Creche and Kindergarten Association Limited,,GLADSTONE,C&K Kin Kora Community Kindergarten,DETE,State,Disability Support,,Grant,Operational,,,Fixed term,Education and training,Early Years,,,"To implement inclusive programs and practices, establish routines and curriculum adjustments to support access and participation for children with disability in the kindergarten program.",No,Gladstone Regional,,,,6000,6000,0,
58009666193,Queensland Police Citizens Youth Welfare Association,,TINGALPA,Gladstone PCYC Outside School Hours Care,DETE,State,School Aged Care,,Grant,Operational,27/08/2012,30/09/2015,Fixed-term,Parents and families,Early Years,,,"Funding to support the delivery of quality School Age Care  programs in Queensland in rural and remote communities, and small services with lower utilisation levels that may not be able to operate without this additional funding (Co-ordinator hours). Services are not-for-profit community based services providing care for school aged children.  ",No,Gladstone Regional,,,,16743,5252,0,
59460665018,Brisbane Tamil School Inc   ,,,,DETE,State,After Hours Ethnic Schooling Program (AHES),,Grant,Operational,,,Ongoing,Community support,Language Education,,,To build upon the language potential encountered in a number of community organisations and expand the number of Languages Other Than English (LOTE) currently offered to Queensland students.,No,Gold Coast City,,,,6425,6063,,
29655814684,Gold Coast Hungarian Association School (Szivarvany),,,,DETE,State,After Hours Ethnic Schooling Program (AHES),,Grant,Operational,,,Ongoing,Community support,Language Education,,,To build upon the language potential encountered in a number of community organisations and expand the number of Languages Other Than English (LOTE) currently offered to Queensland students.,No,Gold Coast City,,,,1898,1954,,
26882592380,Greek Ethnic School Of St Anna   ,,BUNDALL,,DETE,State,After Hours Ethnic Schooling Program (AHES),,Grant,Operational,,,Ongoing,Community support,Language Education,,,To build upon the language potential encountered in a number of community organisations and expand the number of Languages Other Than English (LOTE) currently offered to Queensland students.,No,Gold Coast City,,,,4188,4224,,
34759132405,Miao Miao Chinese School   ,,,,DETE,State,After Hours Ethnic Schooling Program (AHES),,Grant,Operational,,,Ongoing,Community support,Language Education,,,To build upon the language potential encountered in a number of community organisations and expand the number of Languages Other Than English (LOTE) currently offered to Queensland students.,No,Gold Coast City,,,,40205,34603,,
